"names","center_x","center_y","cluster_no","cell_type"
"2997859600324100257-mPFC_NF3_r1-mPFC","11232.4290240853","794.974463060224","11","N_Lhx6"
"2997859600324200003-mPFC_NF3_r1-mPFC","11240.6123944021","738.414314071998","5","N_Otof"
"2997859600324200023-mPFC_NF3_r1-mPFC","11150.5185908523","836.355910399287","5","N_Otof"
"2997859600324200028-mPFC_NF3_r1-mPFC","11148.2360261914","849.007348824918","5","N_Otof"
"2997859600324200030-mPFC_NF3_r1-mPFC","11240.7910156281","850.057529245697","17","N_Vip"
"2997859600324200038-mPFC_NF3_r1-mPFC","11239.3074822779","739.834540461594","5","N_Otof"
"2997859600325100056-mPFC_NF3_r1-mPFC","11340.1426080044","764.181344351859","1","N_Slc30a3"
"2997859600325100098-mPFC_NF3_r1-mPFC","11284.2141459252","792.533095964454","13","N_Sst"
"2997859600325100103-mPFC_NF3_r1-mPFC","11298.6986022704","797.189497994125","1","N_Slc30a3"
"2997859600325100131-mPFC_NF3_r1-mPFC","11362.4472256166","811.618887766094","1","N_Slc30a3"
"2997859600325100148-mPFC_NF3_r1-mPFC","11299.9144580157","827.494325305844","1","N_Slc30a3"
"2997859600325100165-mPFC_NF3_r1-mPFC","11335.088962893","831.732425827042","1","N_Slc30a3"
"2997859600325100239-mPFC_NF3_r1-mPFC","11274.259593281","742.629969863537","5","N_Otof"
"2997859600325100241-mPFC_NF3_r1-mPFC","11286.4169175617","753.764097883117","5","N_Otof"
"2997859600325100246-mPFC_NF3_r1-mPFC","11338.854780978","764.886302231695","1","N_Slc30a3"
"2997859600325100255-mPFC_NF3_r1-mPFC","11294.4442005182","794.77440800056","1","N_Slc30a3"
"2997859600325100257-mPFC_NF3_r1-mPFC","11352.7141492873","805.964799138004","1","N_Slc30a3"
"2997859600325100260-mPFC_NF3_r1-mPFC","11338.8931833706","814.604628041883","1","N_Slc30a3"
"2997859600325100275-mPFC_NF3_r1-mPFC","11318.4220176964","837.597819819259","1","N_Slc30a3"
"2997859600325100277-mPFC_NF3_r1-mPFC","11343.0050281558","792.009281718855","1","N_Slc30a3"
"2997859600325200004-mPFC_NF3_r1-mPFC","11292.9304810374","737.300190284374","1","N_Slc30a3"
"2997859600325200008-mPFC_NF3_r1-mPFC","11301.4874941204","742.639001231474","5","N_Otof"
"2997859600325200031-mPFC_NF3_r1-mPFC","11267.2838673269","743.546260589495","5","N_Otof"
"2997859600326100013-mPFC_NF3_r1-mPFC","11423.8155406599","740.574816735654","1","N_Slc30a3"
"2997859600326100028-mPFC_NF3_r1-mPFC","11434.1713556375","752.719141708672","1","N_Slc30a3"
"2997859600326100037-mPFC_NF3_r1-mPFC","11451.3776941567","760.902857764694","10","N_Crym"
"2997859600326100039-mPFC_NF3_r1-mPFC","11416.2948223379","812.527982667252","1","N_Slc30a3"
"2997859600326100072-mPFC_NF3_r1-mPFC","11486.1175361383","781.490062937423","1","N_Slc30a3"
"2997859600326100097-mPFC_NF3_r1-mPFC","11495.1078104331","795.368343579646","1","N_Slc30a3"
"2997859600326100115-mPFC_NF3_r1-mPFC","11453.3252124429","801.906409160143","1","N_Slc30a3"
"2997859600326100132-mPFC_NF3_r1-mPFC","11411.6165583994","811.443143332337","1","N_Slc30a3"
"2997859600326100134-mPFC_NF3_r1-mPFC","11420.5064086849","815.491435598917","1","N_Slc30a3"
"2997859600326100135-mPFC_NF3_r1-mPFC","11457.3384578169","817.765898531429","1","N_Slc30a3"
"2997859600326100220-mPFC_NF3_r1-mPFC","11454.4457634082","761.266108826962","1","N_Slc30a3"
"2997859600326100221-mPFC_NF3_r1-mPFC","11475.9665046029","760.667135272282","1","N_Slc30a3"
"2997859600326100223-mPFC_NF3_r1-mPFC","11403.8563781535","760.191310013295","1","N_Slc30a3"
"2997859600326100232-mPFC_NF3_r1-mPFC","11466.0399263291","790.687648647593","1","N_Slc30a3"
"2997859600326100238-mPFC_NF3_r1-mPFC","11453.8250431434","822.699113901866","1","N_Slc30a3"
"2997859600326200019-mPFC_NF3_r1-mPFC","11424.6708409068","794.453186718918","1","N_Slc30a3"
"2997859600326200054-mPFC_NF3_r1-mPFC","11468.6012870494","795.085331173337","1","N_Slc30a3"
"2997859600327100019-mPFC_NF3_r1-mPFC","11535.4303840647","737.3590044612","1","N_Slc30a3"
"2997859600327100030-mPFC_NF3_r1-mPFC","11538.0469126693","749.854171515301","1","N_Slc30a3"
"2997859600327100036-mPFC_NF3_r1-mPFC","11528.4706897356","749.994156657482","1","N_Slc30a3"
"2997859600327100093-mPFC_NF3_r1-mPFC","11527.6356687243","785.112612983662","1","N_Slc30a3"
"2997859600327100095-mPFC_NF3_r1-mPFC","11510.5663780323","788.602856138823","1","N_Slc30a3"
"2997859600327100112-mPFC_NF3_r1-mPFC","11534.1329346223","798.656040829939","1","N_Slc30a3"
"2997859600327100130-mPFC_NF3_r1-mPFC","11545.0292337161","804.661846286392","1","N_Slc30a3"
"2997859600327100160-mPFC_NF3_r1-mPFC","11615.1459052529","818.789698222056","1","N_Slc30a3"
"2997859600327100177-mPFC_NF3_r1-mPFC","11559.4132487771","831.73136192063","11","N_Lhx6"
"2997859600327100178-mPFC_NF3_r1-mPFC","11616.3511176438","828.887258066486","1","N_Slc30a3"
"2997859600327100195-mPFC_NF3_r1-mPFC","11532.9081144884","840.652560526983","1","N_Slc30a3"
"2997859600327100211-mPFC_NF3_r1-mPFC","11619.4641187666","845.806154133689","1","N_Slc30a3"
"2997859600327100216-mPFC_NF3_r1-mPFC","11506.395466219","847.110949716517","1","N_Slc30a3"
"2997859600327100224-mPFC_NF3_r1-mPFC","11539.1827677993","849.308023177408","1","N_Slc30a3"
"2997859600327100268-mPFC_NF3_r1-mPFC","11533.1232444471","767.342405350362","1","N_Slc30a3"
"2997859600327100279-mPFC_NF3_r1-mPFC","11530.0309114075","800.408143712869","1","N_Slc30a3"
"2997859600327100283-mPFC_NF3_r1-mPFC","11612.3186733542","812.941810452433","1","N_Slc30a3"
"2997859600327100286-mPFC_NF3_r1-mPFC","11562.6090064273","831.539050581724","11","N_Lhx6"
"2997859600327100287-mPFC_NF3_r1-mPFC","11549.371761988","838.130044442118","1","N_Slc30a3"
"2997859600327100289-mPFC_NF3_r1-mPFC","11611.1473483715","846.078141991911","1","N_Slc30a3"
"2997859600327100293-mPFC_NF3_r1-mPFC","11535.7499093945","748.827306774966","1","N_Slc30a3"
"2997859600327100299-mPFC_NF3_r1-mPFC","11534.9353248864","787.398663546352","1","N_Slc30a3"
"2997859600327100305-mPFC_NF3_r1-mPFC","11601.0080374829","855.005550572857","1","N_Slc30a3"
"2997859600327200006-mPFC_NF3_r1-mPFC","11507.3339375263","753.631603034463","1","N_Slc30a3"
"2997859600327200020-mPFC_NF3_r1-mPFC","11533.7369432415","789.806037550474","1","N_Slc30a3"
"2997859600327200026-mPFC_NF3_r1-mPFC","11541.0750976213","814.069897555598","1","N_Slc30a3"
"2997859600328100012-mPFC_NF3_r1-mPFC","11645.9644850005","739.22057456312","1","N_Slc30a3"
"2997859600328100021-mPFC_NF3_r1-mPFC","11727.3123271298","744.176175072164","1","N_Slc30a3"
"2997859600328100050-mPFC_NF3_r1-mPFC","11725.9432499699","778.410808415617","1","N_Slc30a3"
"2997859600328100075-mPFC_NF3_r1-mPFC","11656.9610420833","798.012248624965","1","N_Slc30a3"
"2997859600328100078-mPFC_NF3_r1-mPFC","11705.1298775007","804.197017030102","1","N_Slc30a3"
"2997859600328100100-mPFC_NF3_r1-mPFC","11651.7295747078","818.546726921552","1","N_Slc30a3"
"2997859600328100101-mPFC_NF3_r1-mPFC","11661.6348136776","819.730716838656","1","N_Slc30a3"
"2997859600328100104-mPFC_NF3_r1-mPFC","11684.1567584206","819.201096108399","10","N_Crym"
"2997859600328100118-mPFC_NF3_r1-mPFC","11683.4651745601","828.635646818939","1","N_Slc30a3"
"2997859600328100122-mPFC_NF3_r1-mPFC","11692.4636448474","831.689917849124","1","N_Slc30a3"
"2997859600328100130-mPFC_NF3_r1-mPFC","11642.6504608674","844.498755594121","15","N_Nptx1/Car4"
"2997859600328100141-mPFC_NF3_r1-mPFC","11727.5112905187","845.240311138443","12","N_Nrn1/Islr"
"2997859600328100142-mPFC_NF3_r1-mPFC","11718.0788238401","849.275589260982","1","N_Slc30a3"
"2997859600328100173-mPFC_NF3_r1-mPFC","11725.6624296883","765.257319676588","1","N_Slc30a3"
"2997859600328100188-mPFC_NF3_r1-mPFC","11684.1144629954","822.003590612572","1","N_Slc30a3"
"2997859600328100189-mPFC_NF3_r1-mPFC","11695.8000426993","822.466050350761","1","N_Slc30a3"
"2997859600328100191-mPFC_NF3_r1-mPFC","11625.2500995306","832.624557668626","1","N_Slc30a3"
"2997859600328100192-mPFC_NF3_r1-mPFC","11698.4047885771","835.64895969553","1","N_Slc30a3"
"2997859600328100195-mPFC_NF3_r1-mPFC","11627.8771671755","840.201302088583","11","N_Lhx6"
"2997859600328100205-mPFC_NF3_r1-mPFC","11689.9785898726","822.931137278139","1","N_Slc30a3"
"2997859600328100213-mPFC_NF3_r1-mPFC","11725.9848430132","843.747466299007","1","N_Slc30a3"
"2997859600328200005-mPFC_NF3_r1-mPFC","11693.1626078354","740.155460041014","11","N_Lhx6"
"2997859600328200042-mPFC_NF3_r1-mPFC","11720.513828147","846.282993952643","15","N_Nptx1/Car4"
"2997859600328200043-mPFC_NF3_r1-mPFC","11728.2439958875","852.272648766338","1","N_Slc30a3"
"2997859600328200064-mPFC_NF3_r1-mPFC","11622.178352326","827.090581261438","1","N_Slc30a3"
"2997859600329100035-mPFC_NF3_r1-mPFC","11813.1216026623","761.856306363479","1","N_Slc30a3"
"2997859600329100050-mPFC_NF3_r1-mPFC","11807.7471765157","774.146150100256","8","N_Nptx1/Itm2a"
"2997859600329100051-mPFC_NF3_r1-mPFC","11797.0283073527","774.736263430165","8","N_Nptx1/Itm2a"
"2997859600329100053-mPFC_NF3_r1-mPFC","11816.9376955591","768.841024701026","1","N_Slc30a3"
"2997859600329100067-mPFC_NF3_r1-mPFC","11829.6666778326","783.927988192967","1","N_Slc30a3"
"2997859600329100071-mPFC_NF3_r1-mPFC","11838.5939710969","787.682461642883","1","N_Slc30a3"
"2997859600329100075-mPFC_NF3_r1-mPFC","11753.9967837111","787.464812382348","1","N_Slc30a3"
"2997859600329100092-mPFC_NF3_r1-mPFC","11760.0653303142","795.155227185504","1","N_Slc30a3"
"2997859600329100095-mPFC_NF3_r1-mPFC","11763.9578054593","803.475520166217","1","N_Slc30a3"
"2997859600329100096-mPFC_NF3_r1-mPFC","11755.5719049889","800.138344906934","1","N_Slc30a3"
"2997859600329100105-mPFC_NF3_r1-mPFC","11807.5663681947","808.355998648778","1","N_Slc30a3"
"2997859600329100107-mPFC_NF3_r1-mPFC","11826.9527685489","811.419373951461","1","N_Slc30a3"
"2997859600329100114-mPFC_NF3_r1-mPFC","11797.3907719217","816.143049601669","1","N_Slc30a3"
"2997859600329100116-mPFC_NF3_r1-mPFC","11770.2670018773","819.850633302026","1","N_Slc30a3"
"2997859600329100119-mPFC_NF3_r1-mPFC","11830.6368590434","817.484532418591","1","N_Slc30a3"
"2997859600329100128-mPFC_NF3_r1-mPFC","11775.8296218561","825.178378708909","10","N_Crym"
"2997859600329100158-mPFC_NF3_r1-mPFC","11777.996119422","843.903868151134","11","N_Lhx6"
"2997859600329100163-mPFC_NF3_r1-mPFC","11750.4508393008","846.739010748152","13","N_Sst"
"2997859600329100206-mPFC_NF3_r1-mPFC","11816.9794697172","765.195866581608","1","N_Slc30a3"
"2997859600329100209-mPFC_NF3_r1-mPFC","11814.33072615","756.150913638403","1","N_Slc30a3"
"2997859600329100219-mPFC_NF3_r1-mPFC","11832.7044791663","785.085596925588","1","N_Slc30a3"
"2997859600329100221-mPFC_NF3_r1-mPFC","11757.2581381928","788.174344473586","15","N_Nptx1/Car4"
"2997859600329100226-mPFC_NF3_r1-mPFC","11797.994100873","809.888815994834","1","N_Slc30a3"
"2997859600329100259-mPFC_NF3_r1-mPFC","11807.9496772735","826.2533791151","1","N_Slc30a3"
"2997859600329100260-mPFC_NF3_r1-mPFC","11798.8266859053","827.7961083218","1","N_Slc30a3"
"2997859600329100264-mPFC_NF3_r1-mPFC","11832.093718684","837.553166448068","1","N_Slc30a3"
"2997859600329200013-mPFC_NF3_r1-mPFC","11744.9558933954","784.910006917567","1","N_Slc30a3"
"2997859600330100039-mPFC_NF3_r1-mPFC","11949.2883008165","763.143634007645","1","N_Slc30a3"
"2997859600330100059-mPFC_NF3_r1-mPFC","11924.855251742","780.620448921563","14","N_Sept4/Crym"
"2997859600330100076-mPFC_NF3_r1-mPFC","11864.7602177882","784.274556999704","8","N_Nptx1/Itm2a"
"2997859600330100097-mPFC_NF3_r1-mPFC","11927.4049175789","804.886490294355","11","N_Lhx6"
"2997859600330100101-mPFC_NF3_r1-mPFC","11870.1768860451","804.970930336306","4","N_Arhgap25"
"2997859600330100104-mPFC_NF3_r1-mPFC","11949.7265233855","805.29513747565","10","N_Crym"
"2997859600330100123-mPFC_NF3_r1-mPFC","11959.6246838643","819.309592241782","1","N_Slc30a3"
"2997859600330100124-mPFC_NF3_r1-mPFC","11859.1758935591","821.57272028221","15","N_Nptx1/Car4"
"2997859600330100127-mPFC_NF3_r1-mPFC","11917.7946010644","826.979341788461","14","N_Sept4/Crym"
"2997859600330100144-mPFC_NF3_r1-mPFC","11918.0528720788","836.272904806386","14","N_Sept4/Crym"
"2997859600330100163-mPFC_NF3_r1-mPFC","11948.6996368014","850.880487343914","1","N_Slc30a3"
"2997859600330100181-mPFC_NF3_r1-mPFC","11881.4499148542","752.146223719011","1","N_Slc30a3"
"2997859600330100183-mPFC_NF3_r1-mPFC","11949.1844558651","760.396886952784","1","N_Slc30a3"
"2997859600330100197-mPFC_NF3_r1-mPFC","11908.3174945561","803.855328858587","1","N_Slc30a3"
"2997859600330100198-mPFC_NF3_r1-mPFC","11950.878387333","807.401064030054","1","N_Slc30a3"
"2997859600330100201-mPFC_NF3_r1-mPFC","11959.8918274955","825.531696221892","1","N_Slc30a3"
"2997859600330100212-mPFC_NF3_r1-mPFC","11877.4866076749","757.921401103315","1","N_Slc30a3"
"2997859600330200030-mPFC_NF3_r1-mPFC","11957.8072770329","828.915795586291","1","N_Slc30a3"
"2997859600330200036-mPFC_NF3_r1-mPFC","11874.4920167209","853.176976948632","4","N_Arhgap25"
"2997859600330200039-mPFC_NF3_r1-mPFC","11938.7737483137","744.976793328385","4","N_Arhgap25"
"2997859600330200044-mPFC_NF3_r1-mPFC","11928.8472548637","782.971957018393","14","N_Sept4/Crym"
"2997859600331100043-mPFC_NF3_r1-mPFC","11993.8803131782","759.60794978637","11","N_Lhx6"
"2997859600331100064-mPFC_NF3_r1-mPFC","11994.3475318694","774.878976675833","1","N_Slc30a3"
"2997859600331100067-mPFC_NF3_r1-mPFC","12057.3199132573","775.635490485546","1","N_Slc30a3"
"2997859600331100085-mPFC_NF3_r1-mPFC","12063.6758077517","784.570625241686","1","N_Slc30a3"
"2997859600331100098-mPFC_NF3_r1-mPFC","12055.4174661986","790.680890419956","1","N_Slc30a3"
"2997859600331100137-mPFC_NF3_r1-mPFC","12072.6012914915","815.619395425147","14","N_Sept4/Crym"
"2997859600331100159-mPFC_NF3_r1-mPFC","11996.9838796888","826.934195201107","1","N_Slc30a3"
"2997859600331100173-mPFC_NF3_r1-mPFC","11989.3061754504","836.582656270362","15","N_Nptx1/Car4"
"2997859600331100178-mPFC_NF3_r1-mPFC","11998.4582249974","835.961246756354","1","N_Slc30a3"
"2997859600331100189-mPFC_NF3_r1-mPFC","12016.9372681828","842.460304018874","1","N_Slc30a3"
"2997859600331100190-mPFC_NF3_r1-mPFC","12001.2136190113","849.075485644991","1","N_Slc30a3"
"2997859600331100193-mPFC_NF3_r1-mPFC","12093.6974028919","844.604874540659","14","N_Sept4/Crym"
"2997859600331100235-mPFC_NF3_r1-mPFC","12018.071498956","755.87291039808","14","N_Sept4/Crym"
"2997859600331100238-mPFC_NF3_r1-mPFC","12038.0153115359","763.052039938444","14","N_Sept4/Crym"
"2997859600331100244-mPFC_NF3_r1-mPFC","11998.9767545669","777.319175339227","1","N_Slc30a3"
"2997859600331100252-mPFC_NF3_r1-mPFC","11997.091619862","807.438638563776","1","N_Slc30a3"
"2997859600331100253-mPFC_NF3_r1-mPFC","12070.842643692","814.961264439374","14","N_Sept4/Crym"
"2997859600331100254-mPFC_NF3_r1-mPFC","12001.1284152954","817.956247215574","1","N_Slc30a3"
"2997859600331100265-mPFC_NF3_r1-mPFC","12008.2106564214","775.958996455027","1","N_Slc30a3"
"2997859600331100267-mPFC_NF3_r1-mPFC","11993.8583434574","765.204353093133","11","N_Lhx6"
"2997859600331100270-mPFC_NF3_r1-mPFC","12069.9711681542","795.377001125447","4","N_Arhgap25"
"2997859600331100271-mPFC_NF3_r1-mPFC","12026.857664804","804.666427955447","14","N_Sept4/Crym"
"2997859600331100272-mPFC_NF3_r1-mPFC","11996.8089970287","809.968842447465","1","N_Slc30a3"
"2997859600331200024-mPFC_NF3_r1-mPFC","12095.0884933369","837.248402478381","14","N_Sept4/Crym"
"2997859600331200026-mPFC_NF3_r1-mPFC","12009.534694512","847.65383430644","1","N_Slc30a3"
"2997859600331200039-mPFC_NF3_r1-mPFC","12087.7359261752","796.405781375614","1","N_Slc30a3"
"2997859600331200043-mPFC_NF3_r1-mPFC","11982.6078005644","820.155015182304","1","N_Slc30a3"
"2997859600332100035-mPFC_NF3_r1-mPFC","12171.498807801","758.90978955507","3","N_Vipr2"
"2997859600332100047-mPFC_NF3_r1-mPFC","12174.701595116","766.921566957308","14","N_Sept4/Crym"
"2997859600332100088-mPFC_NF3_r1-mPFC","12141.5518058432","792.647052353392","1","N_Slc30a3"
"2997859600332100098-mPFC_NF3_r1-mPFC","12151.5364609828","804.688385875259","1","N_Slc30a3"
"2997859600332100105-mPFC_NF3_r1-mPFC","12140.9586974655","810.483001860958","1","N_Slc30a3"
"2997859600332100116-mPFC_NF3_r1-mPFC","12129.6756547073","810.375362708354","1","N_Slc30a3"
"2997859600332100126-mPFC_NF3_r1-mPFC","12189.9772727476","822.760105089509","14","N_Sept4/Crym"
"2997859600332100130-mPFC_NF3_r1-mPFC","12138.0584288039","822.301613612798","1","N_Slc30a3"
"2997859600332100137-mPFC_NF3_r1-mPFC","12112.9433846216","828.978625935307","11","N_Lhx6"
"2997859600332100145-mPFC_NF3_r1-mPFC","12180.1730469219","833.46531443611","19","N_Pvalb"
"2997859600332100159-mPFC_NF3_r1-mPFC","12179.1195963061","842.075907587577","1","N_Slc30a3"
"2997859600332100203-mPFC_NF3_r1-mPFC","12174.6666407851","763.459470348158","14","N_Sept4/Crym"
"2997859600332100208-mPFC_NF3_r1-mPFC","12192.6198095844","769.890940138711","14","N_Sept4/Crym"
"2997859600332100211-mPFC_NF3_r1-mPFC","12175.4316934966","777.619083126356","14","N_Sept4/Crym"
"2997859600332100215-mPFC_NF3_r1-mPFC","12141.9236276355","788.246208458052","1","N_Slc30a3"
"2997859600332100223-mPFC_NF3_r1-mPFC","12130.8035213976","805.834176692411","1","N_Slc30a3"
"2997859600332100225-mPFC_NF3_r1-mPFC","12118.9304657335","809.358660676814","1","N_Slc30a3"
"2997859600332100247-mPFC_NF3_r1-mPFC","12115.5863297","768.596496006538","1","N_Slc30a3"
"2997859600332200036-mPFC_NF3_r1-mPFC","12194.6553790367","854.356251390919","11","N_Lhx6"
"2997859600332200047-mPFC_NF3_r1-mPFC","12117.5133195284","812.464651971115","11","N_Lhx6"
"2997859600332200048-mPFC_NF3_r1-mPFC","12099.499213834","813.955281293525","1","N_Slc30a3"
"2997859600332200061-mPFC_NF3_r1-mPFC","12124.8121279459","804.729465396662","1","N_Slc30a3"
"2997859600333100035-mPFC_NF3_r1-mPFC","12226.3104229","757.082784642542","1","N_Slc30a3"
"2997859600333100044-mPFC_NF3_r1-mPFC","12316.9486083684","769.599613504057","11","N_Lhx6"
"2997859600333100048-mPFC_NF3_r1-mPFC","12267.0004359961","783.471762488467","13","N_Sst"
"2997859600333100049-mPFC_NF3_r1-mPFC","12314.1226637941","779.691474889897","1","N_Slc30a3"
"2997859600333100059-mPFC_NF3_r1-mPFC","12278.1656909758","790.877382854188","14","N_Sept4/Crym"
"2997859600333100071-mPFC_NF3_r1-mPFC","12295.2908455068","804.206271168516","22","N_Ass1"
"2997859600333100104-mPFC_NF3_r1-mPFC","12257.6389600259","843.216087221068","11","N_Lhx6"
"2997859600333100114-mPFC_NF3_r1-mPFC","12221.1587046133","849.676161573882","15","N_Nptx1/Car4"
"2997859600333100144-mPFC_NF3_r1-mPFC","12252.9802767088","812.474601089068","11","N_Lhx6"
"2997859600333100146-mPFC_NF3_r1-mPFC","12236.0507056789","811.215312649271","11","N_Lhx6"
"2997859600333100164-mPFC_NF3_r1-mPFC","12225.1008994689","757.782935909323","1","N_Slc30a3"
"2997859600333200008-mPFC_NF3_r1-mPFC","12272.1595323534","742.33882382574","1","N_Slc30a3"
"2997859600333200017-mPFC_NF3_r1-mPFC","12328.9981948477","774.935882108758","1","N_Slc30a3"
"2997859600333200055-mPFC_NF3_r1-mPFC","12270.6633352874","853.036121765446","1","N_Slc30a3"
"2997859600333200056-mPFC_NF3_r1-mPFC","12299.0399792999","852.508953813545","1","N_Slc30a3"
"2997859600333200059-mPFC_NF3_r1-mPFC","12330.3650567307","746.362835863404","3","N_Vipr2"
"2997859600334100015-mPFC_NF3_r1-mPFC","12338.7539058067","748.120887367012","14","N_Sept4/Crym"
"2997859600334100016-mPFC_NF3_r1-mPFC","12430.5234030588","747.305964001442","15","N_Nptx1/Car4"
"2997859600334100017-mPFC_NF3_r1-mPFC","12433.1114794941","758.777467868953","1","N_Slc30a3"
"2997859600334100032-mPFC_NF3_r1-mPFC","12353.4933704502","775.635032910106","4","N_Arhgap25"
"2997859600334100043-mPFC_NF3_r1-mPFC","12435.6912140449","778.349591106085","1","N_Slc30a3"
"2997859600334100046-mPFC_NF3_r1-mPFC","12430.6579782274","784.994004550005","1","N_Slc30a3"
"2997859600334100049-mPFC_NF3_r1-mPFC","12435.235685745","789.876265714131","1","N_Slc30a3"
"2997859600334100064-mPFC_NF3_r1-mPFC","12412.0938447673","812.147227017251","14","N_Sept4/Crym"
"2997859600334100091-mPFC_NF3_r1-mPFC","12413.5224694988","833.980737609149","4","N_Arhgap25"
"2997859600334100098-mPFC_NF3_r1-mPFC","12395.3713983406","839.634402415957","1","N_Slc30a3"
"2997859600334100100-mPFC_NF3_r1-mPFC","12402.8014130614","847.949778663643","1","N_Slc30a3"
"2997859600334100102-mPFC_NF3_r1-mPFC","12411.9459352664","846.673395196381","1","N_Slc30a3"
"2997859600334100104-mPFC_NF3_r1-mPFC","12432.9328181626","848.439504839487","1","N_Slc30a3"
"2997859600334100105-mPFC_NF3_r1-mPFC","12441.4486459739","848.452272980057","1","N_Slc30a3"
"2997859600334100107-mPFC_NF3_r1-mPFC","12390.114094322","845.636292058639","1","N_Slc30a3"
"2997859600334100109-mPFC_NF3_r1-mPFC","12448.1444473381","849.44767636068","1","N_Slc30a3"
"2997859600334100131-mPFC_NF3_r1-mPFC","12399.4504324246","814.815209173354","14","N_Sept4/Crym"
"2997859600334100132-mPFC_NF3_r1-mPFC","12433.4996550027","785.371963923496","1","N_Slc30a3"
"2997859600334100134-mPFC_NF3_r1-mPFC","12369.2495100279","832.21159499664","1","N_Slc30a3"
"2997859600334100136-mPFC_NF3_r1-mPFC","12426.4665017353","805.911336887805","4","N_Arhgap25"
"2997859600334100142-mPFC_NF3_r1-mPFC","12389.5509282591","843.331475577562","11","N_Lhx6"
"2997859600334100157-mPFC_NF3_r1-mPFC","12385.2849108058","782.209836533611","1","N_Slc30a3"
"2997859600334100158-mPFC_NF3_r1-mPFC","12436.0199179177","778.58014656665","1","N_Slc30a3"
"2997859600334100165-mPFC_NF3_r1-mPFC","12402.0540538093","819.680908996133","14","N_Sept4/Crym"
"2997859600334200051-mPFC_NF3_r1-mPFC","12450.7067865633","742.386115594323","20","N_Npy"
"2997859600335100045-mPFC_NF3_r1-mPFC","12542.1638889822","835.654280405921","1","N_Slc30a3"
"2997859600335100056-mPFC_NF3_r1-mPFC","12456.03346391","758.210958944221","1","N_Slc30a3"
"2997859600335100130-mPFC_NF3_r1-mPFC","12456.6511939372","799.815048609486","13","N_Sst"
"2997859600335100153-mPFC_NF3_r1-mPFC","12459.9398606024","804.730653457739","13","N_Sst"
"2997859600335100207-mPFC_NF3_r1-mPFC","12538.4190486977","829.88823548191","1","N_Slc30a3"
"2997859600335100216-mPFC_NF3_r1-mPFC","12476.3184112165","834.849394542682","14","N_Sept4/Crym"
"2997859600335100217-mPFC_NF3_r1-mPFC","12518.8596961679","834.904745116447","1","N_Slc30a3"
"2997859600335100235-mPFC_NF3_r1-mPFC","12529.4454759947","850.457430536827","14","N_Sept4/Crym"
"2997859600335100236-mPFC_NF3_r1-mPFC","12476.5654004907","844.749169324885","14","N_Sept4/Crym"
"2997859600335100238-mPFC_NF3_r1-mPFC","12523.6429545867","843.42990678843","13","N_Sst"
"2997859600335100239-mPFC_NF3_r1-mPFC","12488.744767074","846.282187406666","14","N_Sept4/Crym"
"2997859600335100240-mPFC_NF3_r1-mPFC","12514.6477756437","848.707487209414","13","N_Sst"
"2997859600335100251-mPFC_NF3_r1-mPFC","12487.5222545136","852.586325088587","14","N_Sept4/Crym"
"2997859600335100253-mPFC_NF3_r1-mPFC","12468.7946646856","852.832057454504","14","N_Sept4/Crym"
"2997859600335100285-mPFC_NF3_r1-mPFC","12526.003051397","780.293577250975","1","N_Slc30a3"
"2997859600335100300-mPFC_NF3_r1-mPFC","12503.9447205687","831.064304880998","1","N_Slc30a3"
"2997859600335100301-mPFC_NF3_r1-mPFC","12477.9706343596","837.694251706132","14","N_Sept4/Crym"
"2997859600335100322-mPFC_NF3_r1-mPFC","12550.7357415712","813.612367793412","1","N_Slc30a3"
"2997859600335100324-mPFC_NF3_r1-mPFC","12549.4898860881","829.63026729606","1","N_Slc30a3"
"2997859600335100326-mPFC_NF3_r1-mPFC","12500.5340154498","829.642405412784","4","N_Arhgap25"
"2997859600335200027-mPFC_NF3_r1-mPFC","12540.3033995748","835.459298829351","12","N_Nrn1/Islr"
"2997859600335200049-mPFC_NF3_r1-mPFC","12553.6627346018","827.498796913163","1","N_Slc30a3"
"2997859600335200051-mPFC_NF3_r1-mPFC","12521.3730764679","847.887362653139","13","N_Sst"
"2997859600336100011-mPFC_NF3_r1-mPFC","12600.7553464349","742.94331820411","11","N_Lhx6"
"2997859600336100026-mPFC_NF3_r1-mPFC","12653.2440353141","745.525335157955","13","N_Sst"
"2997859600336100044-mPFC_NF3_r1-mPFC","12614.8571531521","756.89978797656","11","N_Lhx6"
"2997859600336100050-mPFC_NF3_r1-mPFC","12576.1707946618","763.529579076617","1","N_Slc30a3"
"2997859600336100077-mPFC_NF3_r1-mPFC","12573.0427929953","773.054198474696","1","N_Slc30a3"
"2997859600336100180-mPFC_NF3_r1-mPFC","12607.6251082123","831.464692013538","1","N_Slc30a3"
"2997859600336100194-mPFC_NF3_r1-mPFC","12601.5146718132","838.179449391071","1","N_Slc30a3"
"2997859600336100238-mPFC_NF3_r1-mPFC","12586.9457788909","763.963138217248","1","N_Slc30a3"
"2997859600336100247-mPFC_NF3_r1-mPFC","12662.1047164604","775.748096693758","11","N_Lhx6"
"2997859600336100250-mPFC_NF3_r1-mPFC","12659.0459680832","789.125122663263","1","N_Slc30a3"
"2997859600336100255-mPFC_NF3_r1-mPFC","12644.836759148","805.424082083732","1","N_Slc30a3"
"2997859600336100259-mPFC_NF3_r1-mPFC","12677.9901187081","821.425368660733","13","N_Sst"
