Gene_pair,BLA_FR15-BLA,BLA_FR16-BLA,BLA_FR1_r0-BLA,BLA_FR1_r1-BLA,BLA_FR24-BLA,BLA_FR2_r0-BLA,BLA_HC11_r0-BLA,BLA_HC11_r1-BLA,BLA_HC1_r0-BLA,BLA_HC1_r1-BLA,BLA_NF11-BLA,BLA_NF1_r0-BLA,BLA_NF1_r1-BLA,BLA_NF2_r0-BLA,BLA_NF2_r1-BLA,BLA_NF3_r1-BLA,mPFC_FR2_r0-mPFC,mPFC_FR2_r1-mPFC,mPFC_FR3_r0-mPFC,mPFC_FR3_r1-mPFC,mPFC_HC11_r0-mPFC,mPFC_HC11_r1-mPFC,mPFC_HC11_r2-mPFC,mPFC_HC11_r3-mPFC,mPFC_HC1_r0-mPFC,mPFC_HC1_r1-mPFC,mPFC_HC1_r2-mPFC,mPFC_HC1_r3-mPFC,mPFC_NF2_r0-mPFC,mPFC_NF2_r1-mPFC,mPFC_NF3_r0-mPFC,mPFC_NF3_r1-mPFC
N_Npy-N_Nptx1/Itm2a,5.044799800494565,4.721267900772179,3.997473657503222,12.12666382972113,2.853828711142382,7.586582429786581,3.4315193755295903,5.288428394654584,2.3687066495713185,8.278115656119859,4.518215044954503,5.314721078595658,2.565926988903015,4.197269099186253,0.0,4.491357366897083,-2.112545435845083,-2.713340705375246,-1.2494140197407377,-4.538838403917799,0.0,-3.9196090568344184,-1.1812567547996973,-3.8301969291828666,1.103680573246569,-2.8936542470181186,0.0,-1.2338493024817982,-2.889875788590928,1.130542593449967,-4.6913931263282205,0.0
N_Npy-N_Sept4/Crym,3.4970158855953417,5.263687189370817,3.5628415586539126,-0.6691753653535812,-1.5340447830624109,0.0,-2.3644350550454836,-2.0015306076288315,-1.864790514685249,1.8247202111754728,3.5358005515765525,-1.3144565204129512,-3.366934511270037,1.1335054675470235,4.928526282123738,0.929508646676014,-6.971538888290834,-7.734518031771168,-1.589142782918969,-4.892988963428172,-2.134104704679582,-4.290885642847108,-4.6128510360206505,-4.537238973465605,-0.6346044759000632,-4.183557434009537,-4.948996512501922,0.5094809789380729,-4.865243830103924,-3.285916210353434,-5.413441304876,-5.512052502983489
N_Npy-N_Nptx1/Car4,-1.3845493726119857,-4.637539280915816,-0.9552800586777065,-4.2653674816822225,-1.242888477126009,0.5268835148539266,0.0,-4.59306630173704,-1.3701629693262518,3.021653810708676,-1.0652725694222345,-1.2119332642466323,-1.2218754368423341,-1.6656046457186684,-0.5798414685090826,1.7775757938491135,-2.572353460171863,-1.8214704250320068,0.0,-2.1177860926897902,-2.5594613788192793,-1.1531701829054568,-0.5491533535687649,0.0,0.0,-1.3388325539676065,0.0,-0.5359007742057537,-2.6893521087045333,0.9564743963048025,-2.192561247213267,-2.919143869722466
N_Npy-N_Baiap3,-19.173509561598724,-19.76993774935844,-20.483684892613336,-16.943432859813388,-11.296327978120429,-15.128439873439623,-13.377569205805097,-17.728498657692707,-13.156208339518669,-14.27979134405803,-10.708063287672573,-17.61563456019686,-12.992947988350645,-17.76811427411226,-13.71418609494096,-14.074146739223432,6.586671772994406,2.9279649855856453,-1.759702232651004,-4.367262688287991,2.6716057122863752,0.0,0.0,1.1798004722442572,2.8296823674615132,-1.7750908904612623,0.0,3.222194365797088,3.6912209042476083,9.583684385906686,6.470769564002112,4.641335205325939
N_Npy-N_Penk,-10.737187683208205,-9.059622195258232,-9.738428790113202,-10.917747162701225,-16.294766616696887,-8.948010478561491,-12.228751072770578,-12.99059636145521,-8.543742005889031,-11.375470784890101,-10.482184110317638,-7.163564519737628,-8.219361233073256,-7.660469057780692,-7.382278320758416,-6.845514013743353,-11.751222639614937,-9.208167248339713,-18.20268273131517,-22.194169533317194,-6.936249938537151,-9.798484998054324,-10.903028738577145,-8.101200594892585,-7.714627083748036,-9.812300737515981,-7.760613917597056,-6.551396947942803,-12.700494203593575,-10.658195214965355,-7.424395174968786,-14.901776455929454
N_Npy-N_Tac1,-6.56480372138529,-7.520482226061635,-7.9364877476354145,-7.764881290532596,-12.87183119018268,-7.9682398586737175,-8.874327487399254,-7.875381185997635,-7.056984115206527,-7.993877389410447,-6.164058795935488,-6.475760263700021,-6.267191967208917,-4.346327838760126,-8.190660756982773,-4.604756847866419,-12.581982731721903,-9.934506776007641,-17.99379581499954,-18.92763040330868,-8.24602952056142,-10.725896528712042,-12.059039271918262,-10.855601755742917,-8.219280680552162,-12.402206255829025,-11.37006571999794,-7.7726488621054255,-14.069217183482484,-12.50529290403157,-7.535245706099966,-15.13625960453886
N_Npy-N_Tshz2,2.2569672619410497,9.601570095248368,4.943398838028722,7.242371431140384,2.5753412115751724,1.7136046818864454,5.941506547759964,10.591446339383461,4.712693387115276,2.8672498366789867,6.388892223985681,7.001353127592224,7.122352855295483,4.444750170852747,3.823832813483259,1.2697232975789052,0.0,-0.5917793631712966,0.7216573684373087,-0.5821998977201644,-0.94772063193224,-1.3555474062096293,0.0,0.0,-1.4361074497328745,0.0,0.0,0.0,0.0,0.0,-2.1921541280207624,-1.4886383418218418
N_Npy-N_Ass1,-3.4545239644091725,-4.288102422424427,-3.405933649834824,-4.0857339914057365,-3.2478558732005944,-4.293758683992807,-3.927456798044407,-4.22312033406609,-3.69909771766444,-4.271904028295695,-1.7721344813096043,-3.501736256046377,-3.550404446292968,-3.525290876241387,-2.7002365976350515,-2.083958438247895,2.4069522681553646,-1.3118604642217124,-1.1533265450444063,-2.368330941882405,-1.2817204399380366,-0.927455010990252,-0.6283927828754607,-1.4643352628094892,-0.6107415469343093,1.7142745583286887,2.423196507753157,0.0,0.0,-0.9635064201956667,0.0,-1.3441454900320167
N_Npy-N_Nrn1/Islr,2.7257615522654985,2.217394635054129,2.6130823129485257,1.8389570869126206,4.821412837987761,0.0,1.1400609786584404,0.0,6.662595831691042,6.683480507868907,7.634883117467569,1.7760618089442541,0.0,-2.1462355843370116,1.0521665406087832,6.027391308292788,-2.170124371474847,-1.0678575467854,0.0,0.0,0.0,-0.5365952553872889,-1.4641601231929546,0.0,-1.0238501208825093,0.8190502018694504,-0.890787748713024,0.0,-1.3778995910821894,3.3523410585965756,0.5318551031885657,-2.1753054109844094
N_Npy-N_Vipr2,-28.009689848455626,-28.952838908475055,-20.022740196399397,-20.400857789262197,-1.615354119947652,-20.714012260375373,-21.413729955399887,-21.819327451158998,-15.333803434867205,-22.017690306238055,-20.617253797903636,-19.22932878956742,-18.91015256300559,-19.797694547640518,-21.40235880269899,-19.357315031151895,0.6424936013450246,1.0646248249856138,3.4154346449637827,-1.9914756969718637,1.2121283530739688,2.306772623364893,5.246338431393964,0.7221868433277165,0.0,2.5506524852334223,0.0,4.079046372329353,6.348531178772816,6.799091802580439,2.8860282389892435,2.5265775940081974
N_Npy-N_Tac2,-5.530010928671464,-7.165287296219266,-6.365817486387272,-5.0807226442772055,-2.024051787322384,-8.192020083967233,-6.00038355639003,-6.919143289072169,1.8213846305640595,-4.8901907364678125,-2.482428370644493,-5.645975286250692,-4.950848523300419,-7.6475565806893515,-8.501093002079468,-4.825289584239432,-1.258102180505241,0.7080361863721202,2.608649037708194,4.475327695369131,1.1151815359529782,0.0,-0.8165041918418221,6.778931551243206,0.0,5.236286810745336,0.6630690160830708,2.5475014527655415,0.8277774854251627,3.6044559977633805,-0.9490803798521146,0.0
N_Npy-N_Pvalb,-5.711172336556873,-8.32093779039481,-6.1842384618826305,-6.315414656633783,-5.0723432891482805,-7.286859499143524,-7.652860759000844,-8.062078278450228,-4.6391733274817994,-7.706262133262706,-6.607269807748739,-6.887640360202907,-6.837314176284993,-5.253356978168783,-4.142607788941515,-4.654559803998653,7.579063201127117,4.56465217476297,7.74094842326288,2.6072587736968456,2.841546039939051,0.0,6.866397337832594,6.422013198454731,3.5441569066317853,5.582543160682572,6.603300756808639,3.6271396222887033,7.918705991114962,9.19231358738497,4.189848739468836,11.098764310483386
N_Npy-N_Car4,1.0176607927702732,-1.660967030520599,-1.0138175913315675,-1.3656457560045392,0.0,-2.269257724690368,-2.323815778268426,-1.5371458712772323,-0.849704385037746,-1.379506800979634,0.0,-2.4778206484041383,-3.272826588690939,-1.6993385832750636,0.6218525873577825,1.0415519132812538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
