Gene_pair,BLA_FR15-BLA,BLA_FR16-BLA,BLA_FR1_r0-BLA,BLA_FR1_r1-BLA,BLA_FR24-BLA,BLA_FR2_r0-BLA,BLA_HC11_r0-BLA,BLA_HC11_r1-BLA,BLA_HC1_r0-BLA,BLA_HC1_r1-BLA,BLA_NF11-BLA,BLA_NF1_r0-BLA,BLA_NF1_r1-BLA,BLA_NF2_r0-BLA,BLA_NF2_r1-BLA,BLA_NF3_r1-BLA,mPFC_FR2_r0-mPFC,mPFC_FR2_r1-mPFC,mPFC_FR3_r0-mPFC,mPFC_FR3_r1-mPFC,mPFC_HC11_r0-mPFC,mPFC_HC11_r1-mPFC,mPFC_HC11_r2-mPFC,mPFC_HC11_r3-mPFC,mPFC_HC1_r0-mPFC,mPFC_HC1_r1-mPFC,mPFC_HC1_r2-mPFC,mPFC_HC1_r3-mPFC,mPFC_NF2_r0-mPFC,mPFC_NF2_r1-mPFC,mPFC_NF3_r0-mPFC,mPFC_NF3_r1-mPFC
N_Otof-N_Otof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_Otof-N_Vip,40.93929104924789,31.60025633792411,47.17608198785163,33.795543522626964,31.761948838724095,36.62171912567605,41.888550052458505,40.723250053510306,29.185806454257758,28.11345852147285,38.0100287264274,28.218517480855954,33.46789091106194,31.973512607720235,32.62877568630316,24.892305207017948,33.014322786184295,35.94218417561524,45.40200669340081,42.40896348396921,21.512682568883356,29.23987381037277,32.67742281972568,30.29081671074675,20.002032137723774,28.438034045225027,22.071810829339302,10.605727289779649,29.369598741901676,26.986467907977516,24.04282219178513,35.85286608284248
N_Otof-N_Arhgap25,-19.17614451072558,-27.727757915264917,-42.0248247045595,-43.9129944889825,-39.78039050896679,-33.99336368306166,-42.69624157648245,-48.152356569581066,-26.242544335346135,-27.80291721096929,-30.675965371631463,-38.26833909169035,-41.719493751230246,-27.56452425225644,-39.76854906599217,-28.71365192626487,-58.46203926690373,-64.34902301755143,-40.14014155033228,-47.70782803630563,-42.512731076983826,-40.74452835285683,-39.828329834739804,-42.31498691648761,-31.434602702553565,-31.200937391577206,-41.447949079419764,-21.051316729535845,-50.58630762567616,-40.95719756792799,-41.107814398664146,-60.894170368880516
N_Otof-N_Slc30a3,11.692154595522586,12.320786811563986,-6.573350247841538,-3.749572424583556,-8.137482170535918,-5.080871350812301,-8.005913547050444,-9.071877206671193,1.5423419957035371,7.072619315352906,5.019481069984814,-3.2933399467080138,-11.979091993108918,2.925437344995222,-8.321946379026953,7.262181534639296,-27.811480482687216,-38.484486572604915,-10.511231602763187,-28.264537286796184,-21.670491194699533,-26.642932810555063,-22.077585985858672,-22.563119706504803,-9.03089269448062,-14.238485351343959,-19.006910635310625,-2.360042410855033,-29.690130927872943,-15.206458776220305,-22.023522407129597,-38.93183314603272
N_Otof-N_Sst,-4.516982145239214,-1.5980299687031374,-3.731907455795934,-6.232359423810463,-12.996747457130724,-2.963391697277556,-3.2283860331054197,-7.3988023654634985,-0.7750647253301493,-0.5379667837284696,-4.132971926692737,-7.1459131304817065,-7.154428668068034,-4.910125254083228,-3.174204313121773,-5.145272018461789,-13.165982569771316,-16.022966446442272,-5.9184429993810745,-10.667280444772919,-9.468645111624584,-8.472856903346724,-8.118979809646373,-10.791024768383926,-7.340850378996686,-3.76027765695225,-7.9251598063799396,-2.277392105657138,-8.473614178736323,-7.302117039577219,-12.01579511244324,-16.87612655314226
N_Otof-N_Dusp1,-7.3452797461277015,3.3801022483991123,1.6839455125834997,5.745923066545571,0.0,2.463115716936436,0.0,-0.9666934506394315,3.46036500140819,3.1799117016435345,0.910173623598084,3.7970345749128938,-1.373553825206378,8.335802056900032,11.394963392794661,0.0,-11.830640179524751,-15.588492460884794,-2.869895367854767,-6.48692599623753,-4.15770941660301,-5.279469214065281,-4.284980278775987,-0.6823232604167826,0.6551347738799587,-4.394923130923298,-5.164400581519909,0.8746651196604204,-9.577174133504673,-5.9149359154625625,-11.653602127312176,-10.115869016780161
N_Otof-N_Rprm,25.050697822616744,23.70826521959373,17.60977827435588,21.01240751489199,-21.839356206862185,16.7797735963811,24.68891804488344,12.062983841638504,22.126239973950664,30.068199060201444,23.426646129658273,11.361579267692646,8.178034081700803,31.944093054365293,20.37771220632702,18.923087965164243,-25.530304829971385,-28.649354747236497,-17.827611995831464,-21.730504699443213,-13.251539213798647,-18.026386876322434,-18.08682105331859,-15.883098083653566,-7.537723886781901,-14.866031814937365,-19.342635480695755,0.5065999875842306,-22.779731237180407,-20.394709113745655,-29.20150584654889,-32.04060873236344
N_Otof-N_Crym,-25.170475831516356,-23.345767107565273,-25.00680855951169,-23.969712486152407,-14.024775731600906,-22.982579585430926,-27.172997056824254,-29.373333543263673,-8.4287077573573,-18.981982758656628,-21.230829414834893,-21.574578541593752,-20.359578437538378,-21.967231457567557,-23.061852530574562,-16.01449544958017,-25.23607430662947,-28.56026163910064,-14.384924929387841,-13.699145878225265,-16.355850199422452,-16.052872486236787,-11.108150248261971,-14.119560179236062,-4.257670311709495,-14.111230303236008,-18.000892060063247,-4.695266927918696,-18.21069662370963,-15.97334699210219,-26.295308436702157,-26.713943266260895
N_Otof-N_Lhx6,-0.5509481587585051,0.6809720452268,3.459379099986141,-0.9733362039316311,-16.757309703950238,0.0,2.6840071940091104,-3.188462935104197,0.7739365039185304,-1.805582344442073,4.8117456807116294,1.8983915845768686,-3.580795304279127,2.2063802655343117,2.302544124412447,12.279424797176858,-1.9775154278705365,-3.6932375590823674,4.788564535653906,-3.2373920795950966,2.503786388383951,3.5398217765417157,-1.7304124363917983,-2.811830594137899,2.0421651932117277,4.729841533172335,1.8905423736701188,2.002727515116966,-2.66301596004667,0.0,-4.9123165037851235,-6.36889006552283
N_Otof-N_Nptx1/Itm2a,-17.538165785402196,-16.746773538702236,-22.32006057971505,-25.101174286602454,-31.474458153685095,-24.002457118653194,-29.149050901226747,-33.42182969985224,-20.244855599354736,-20.016561731745632,-18.068901866293967,-23.18637953022759,-28.349405221227197,-19.99785563151831,-22.961224152799073,-19.407734270885744,-45.37391934006483,-47.68546005819247,-28.55011561683367,-32.542335489741795,-28.277500157913785,-32.60625118993562,-30.60667238769119,-30.883498801294593,-20.71129199928937,-26.401927072077278,-29.865334696936625,-18.957579523675584,-36.524925526085134,-26.697143123820453,-42.071125992170856,-50.43378427523671
N_Otof-N_Sept4/Crym,-14.597613599670902,-19.406342710486236,-22.3457277277255,-19.765291770164158,-21.83093612368815,-20.842336678345873,-22.530985592385413,-28.033353424551287,-10.967739073405829,-15.769973292877454,-18.68945489520311,-23.771804355384088,-29.102164051644746,-14.188712598256421,-21.214075048109173,-16.337991493006715,-28.413194210083116,-32.12888419749577,-18.88904877533752,-27.03897640597731,-20.314905004194696,-23.35217018530456,-19.979839483339802,-22.448014374275417,-12.95156769430857,-15.560977989170855,-19.45874259791141,-10.203878013339168,-24.64015119292284,-18.316811127109265,-26.095798738935777,-32.627606799164695
N_Otof-N_Nptx1/Car4,-23.872631581683855,-23.721807851485202,-23.648202012296075,-24.546387839913695,-19.16641526768518,-21.234280457350202,-22.125669598578465,-27.434228750994585,-8.008978712006195,-21.93049820151084,-21.2899431409391,-21.076598716417024,-23.408871966376562,-17.90927070197931,-24.624969297121975,-20.4076475862097,-13.050842986617077,-13.866526469130362,-8.06764949358955,-12.418716438260917,-7.608091229215698,-10.396338489032614,-9.251855657157016,-9.906629063631028,-5.753133729408581,-6.990465353589603,-8.816728732264163,-4.348268642958127,-10.252499885293114,-8.968437179817066,-14.064779573909593,-16.434415377720136
N_Otof-N_Baiap3,-59.009468448423426,-65.06290831057746,-75.1702509588858,-76.01503928754067,-50.977155852317516,-71.64043905891998,-78.48028224912132,-80.50175243629313,-66.47478933657383,-66.48132307044487,-59.75690285746915,-67.21121780186866,-73.10933773633172,-55.891719751811486,-44.58404123825077,-59.772279820202854,-19.72822325786108,-19.742681641928705,-26.60466037097851,-31.426721145217794,-15.496398695710853,-17.882544904551672,-18.212292423823467,-19.110395538510822,-13.704876722963114,-16.181286173152,-15.564446181553858,-11.174330849874337,-21.681039249965664,-13.354126681855728,-12.483813375449465,-17.55055230777752
N_Otof-N_Penk,-30.750840233868303,-32.51241227521342,-36.55288723481451,-39.064989626447876,-60.63374593320643,-37.995122978105336,-38.72150518614523,-45.16485522417745,-40.18242585161844,-37.75126836551145,-39.9310803707038,-33.63772488843826,-33.51336079210408,-29.42716511311233,-26.814919037523016,-28.02180336500295,-34.073792580475065,-30.190087607564372,-60.79332755984613,-70.0841800247546,-27.893849977490227,-31.2552438657194,-35.423025921793815,-37.31496242918138,-26.42306668957685,-29.35647370726658,-27.10695546120704,-19.007270706564007,-43.184624012348245,-37.446450100726956,-33.84825115786145,-51.15416453909556
N_Otof-N_Tac1,-21.263098397036476,-24.148487888506793,-28.27976704013935,-28.972227834902714,-57.26201762848092,-26.650859735998054,-26.554720239658067,-31.942284271851374,-23.11116227643179,-26.86749797897607,-26.862464393372875,-25.116397168566255,-23.36282882414959,-20.03213175946464,-26.469223989006156,-17.182817890119264,-38.15148011443367,-35.12513303575307,-51.45792178871037,-62.92450579507971,-32.223537266843984,-36.60214771795345,-39.40470367769246,-36.06835307938895,-25.500130879210694,-33.29617087639132,-33.2111802107391,-21.62893636568607,-45.82378324952035,-36.11832526753927,-25.106354576926385,-44.822923496631944
N_Otof-N_Tshz2,6.215422859804263,13.562395264536535,18.622225119240653,15.298584042299975,14.732682325229806,18.839781498677453,11.418769800495092,14.246547521163166,9.589757361510568,28.698513169713685,13.153196633427523,4.3009943190974615,12.820521790651553,0.8480202091516301,-3.6285216197893337,0.7728504266922432,-6.470227308681122,-7.424745964589494,-2.2142839869331254,-4.292884251584413,-2.8064408202299145,-2.9656409361282763,-3.7058754392767583,-3.1929420932461245,-3.010668001618488,-2.870844917563565,-3.640769901765307,-1.3484545167492605,-4.588138783798323,-4.406990225215975,-6.2040069726880915,-4.613930902561153
N_Otof-N_Ass1,-8.085285676041698,-10.359569621445717,-10.936692291270749,-11.940796800649577,-14.967595442166548,-10.681013169788171,-11.301751538291866,-13.86822116021525,-11.741248202237058,-10.570201045204987,-7.5228090291031116,-10.54597995526796,-11.420839770098029,-9.48948260407608,-8.031517946540893,-7.131626624411091,-4.800650060393274,-4.0005201396641334,-7.948115799607589,-11.331287770997674,-3.5067011472247613,-3.403821175384222,-4.243831045731795,-4.67582044031154,-3.113258637606641,-2.9574625185076764,-1.9539391391040106,-2.8435727628333813,-4.369570486918751,-4.411640957060686,-3.1967374562515025,-5.246232699077892
N_Otof-N_Nrn1/Islr,-31.187147398161137,-26.788174874498825,-36.0074958292414,-40.02387019499396,-6.85380085254592,-37.65709121815604,-38.22336356168932,-41.71883026403489,6.355612220119863,-30.30296545876659,-18.198827926414737,-22.840444284064535,-27.69228578212017,-31.602468934562925,-40.030635656417964,-27.09126022653449,-11.92429982489435,-11.280404606689887,-5.795101914727634,-7.925022213610712,-6.983322195707432,-7.516372864277011,-7.2370450265619946,-8.32207781486951,-4.537964258206693,-5.724771185071714,-8.4647371687792,-3.4912825791447024,-9.980115197595001,-7.118963572110793,-9.385709655324735,-14.671336749209763
N_Otof-N_Vipr2,-64.07626526019868,-66.98947794518949,-64.79473592920885,-60.23334148520082,-27.754370122659225,-59.37684350794245,-62.51479145981127,-73.49182404126672,-45.438836378467485,-62.925506482357385,-66.61964462036369,-57.35270903209802,-58.70471064474598,-54.68353061156903,-65.12962717212973,-58.55705812354666,-15.021901975613567,-15.334967516645161,-14.001530167438387,-15.050961319609211,-9.062824743404597,-12.368206988444761,-10.665814550526378,-10.935921412915867,-7.3687907235351755,-8.645798393815195,-10.747583646348389,-5.917714493367968,-11.468902114670048,-8.34363597400774,-11.69967155257124,-15.338792847928952
N_Otof-N_Tac2,-21.612616670463275,-21.07070490747743,-23.572057676402277,-22.245359312208564,-10.32689306755848,-24.63265651542023,-27.75170863171605,-27.078404350207933,-5.326141601914474,-22.25496146374341,-14.956417830708148,-20.785907377625527,-21.979549665378357,-22.297956557324806,-28.219833460638345,-16.541498819453675,-6.3343704924668724,-6.609919036485042,-6.324622126005048,-6.326210939217668,-4.4059125404548105,-4.677676835412965,-3.9467281449105283,-4.547972741087458,-2.7926423208957343,-3.618073629010891,-4.283492884531604,-1.9530161699626774,-5.094292695349278,-5.219050232875765,-6.247068446753784,-7.249056370166042
N_Otof-N_Pvalb,-17.164573469359734,-22.01295474214416,-20.647038000119032,-20.656763538533188,-22.24665675655687,-18.984315856194847,-22.344607003863935,-25.038803369759904,-14.18732368533677,-20.603725091414578,-22.705392993945445,-22.633531115663047,-22.77629486224646,-17.100393554695344,-19.20148405821499,-13.085603375205736,-3.907805705626361,-5.88943824054131,-3.4713885592129112,-5.273457162450192,-2.478065413815704,-3.2562706528338206,-3.115237921287733,-3.24763103565148,-2.426318448206067,-3.243901372699369,-3.7709090421721143,-2.151218254242439,-3.809972202289351,-1.5562353994516802,-2.9419133140685134,-5.453788970109658
N_Otof-N_Car4,-2.4974407225911293,-7.672137247686089,-8.114154347323897,-5.694701492471033,-0.8320858951114857,-7.935230278505419,-6.705096685590915,-6.991319507021652,-2.5676618665098108,-1.233119976133631,-7.086548471894628,-9.522587330508777,-9.555709568689974,-5.877407608381103,-5.648399447686622,-3.788139272993615,-0.7323338372368241,-1.4453700480250042,-0.6843445669413762,-0.8441115215185496,0.0,0.0,0.0,0.0,0.0,0.0,-0.7985406107023031,0.0,0.0,0.0,0.0,0.5252257314388903
N_Vip-N_Vip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N_Vip-N_Arhgap25,-3.9205383232848225,-1.3756879798549302,-6.760033208618224,-4.663236223473063,-6.947180820964913,-2.7353449282890856,-10.310594131483324,-10.438034846523612,-6.615593318094947,-7.871111062663494,-2.675381902234922,0.0,-5.900535110332511,-3.2675361898101976,-7.493076827165731,-4.154094667549467,-10.418402676769052,-13.263422048069097,-0.6748672993427165,-7.968863160237302,-7.584667239566734,-3.8424152804096328,-5.8583722730978725,-6.7098829129822954,-3.1673991419330445,0.0,-3.8360698378008906,-0.5394913374561906,-2.754853784172339,-5.842123297419606,-5.912421854530319,-11.276535655768377
N_Vip-N_Slc30a3,9.045200073638604,14.277989902091436,3.7961778003028077,6.296270136498416,1.6036010261336777,10.25897697886841,5.4354598355340995,4.52279058514872,8.5472126691233,9.470857215450481,6.88008090041609,2.2465192387517816,0.775753490730568,8.35618501696296,4.877988338997192,4.730744075704287,-7.741845760927626,-5.873434821475273,7.789947966172207,-2.296930796232658,1.43456813661029,-5.515991774271351,0.0,-4.475417793936147,3.4079559303577587,-3.3497787803227097,0.0,2.427125052893753,-1.2035425038387644,-3.887326336126495,-7.064122104530805,-8.495077032928346
